2.000000000000000355e+01 1.856892686811743181e-04
1.712624042661404644e+01 2.147265872681268864e-04
1.648599166438069830e+01 2.222996482526195465e-04
1.466540555750943398e+01 2.508371973928827576e-04
1.255816307658540509e+01 2.912568180727556329e-04
1.240767172998497969e+01 2.947051702551809708e-04
1.075370600831142731e+01 3.449431961001832455e-04
9.322895602449204233e+00 3.906939937054616199e-04
9.208527728773267640e+00 3.955390019553900959e-04
7.885372992905649525e+00 4.465715106268304145e-04
6.752339686501558802e+00 4.977344120889509640e-04
6.489958506403441518e+00 5.179474679231213042e-04
5.782109645659658348e+00 5.902414710634812205e-04
4.977536523392754653e+00 6.866488450042998112e-04
4.951289998230567591e+00 6.908169232735047625e-04
4.239849146579302896e+00 8.092856237307038871e-04
3.690261341125893324e+00 9.102981779915217267e-04
3.630633792844571772e+00 9.248236062869535489e-04
3.108955361862286271e+00 1.078402815866558130e-03
2.758197981125374731e+00 1.206792640639328847e-03
2.662235850143216620e+00 1.253337297638973998e-03
2.279704562095193676e+00 1.470356791805478959e-03
2.146522329654991790e+00 1.599858719606057260e-03
1.952138421604556751e+00 1.850498186086782168e-03
1.773280133581724760e+00 2.120950887920190417e-03
1.671639597721523263e+00 2.324756227517448762e-03
1.431445082861357854e+00 2.744595193902444295e-03
1.391832149483755110e+00 2.811768697974231009e-03
1.225763632328902730e+00 3.184901942252647833e-03
1.049636133673225391e+00 3.658316828243830289e-03
1.028410372165378561e+00 3.727593720314937870e-03
8.988160392874615656e-01 4.288164688439026831e-03
7.698254845777307009e-01 4.941713361323833188e-03
7.696669794067012571e-01 4.942777317502376581e-03
6.590750868872472523e-01 6.239254842134389634e-03
6.363687611208369566e-01 6.551285568595508792e-03
5.643739198611263941e-01 7.863274452619679541e-03
4.832801721026124264e-01 7.727171564266796175e-03
4.138386210422372868e-01 6.657739406664956242e-03
3.543749860893881665e-01 7.104753737372542476e-03
3.313451528047118289e-01 8.685113737513520255e-03
3.034555606472431610e-01 1.122946625075366134e-02
3.007962638708251424e-01 1.151395399326446932e-02
2.743608420235683631e-01 1.526417967175233356e-02
2.598526445218820591e-01 1.799650867666486437e-02
2.425151283544775549e-01 2.023589647725157481e-02
2.225149432786608927e-01 2.365852150794489281e-02
2.066918256660827957e-01 2.682695795279724585e-02
1.905422208552364771e-01 3.111263450647417522e-02
1.756176048835469961e-01 3.556480306223128857e-02
1.631635942893884805e-01 4.048770613944396857e-02
1.484770331776276986e-01 4.714866363457394238e-02
1.397189472335286786e-01 5.241037291917565594e-02
1.259131713030754995e-01 6.250551925273969966e-02
1.196430141237405376e-01 6.858256117272519548e-02
1.079586962176483367e-01 8.286427728546841287e-02
1.024517512623979165e-01 9.179353550605115486e-02
9.294689819782506190e-02 1.098541141987557368e-01
8.773066621237415874e-02 1.229953256356029478e-01
7.512482411700717455e-02 1.427154630151088177e-01
7.352914474283588075e-02 1.456348477501244465e-01
6.433028999174784934e-02 1.679359381722379529e-01
5.542054722622674623e-02 1.930697728883249698e-01
5.508680065562378270e-02 1.943174406429370449e-01
4.717148961805858742e-02 2.289112386738619276e-01
4.187459103198912236e-02 2.559547922699533240e-01
4.039351362401994577e-02 2.659745485679083643e-01
3.458945130003372725e-02 3.116353059206146137e-01
3.159266359499231930e-02 3.393221771895329475e-01
2.961936295945174005e-02 3.634715441829566851e-01
2.536341656633582173e-02 4.233739438136839839e-01
2.375856614032656119e-02 4.498432668969444270e-01
2.171899850777162660e-02 4.943987677544025572e-01
1.859823951346839879e-02 5.705476516818271948e-01
1.767412066995753886e-02 5.963623316594636181e-01
1.592589607097064444e-02 6.610753001329510159e-01
1.363753625603554911e-02 7.596656205042494614e-01
1.301621443224257151e-02 7.906043210907702790e-01
1.167798623737652079e-02 8.788924733585916638e-01
1.000000000000000194e-02 1.009081274594717303e+00
