2.000000000000000355e+01 1.397090122654988652e-05
1.984840720959527260e+01 1.407575113894866120e-05
1.980423217394202595e+01 1.410653837969735370e-05
1.969796343789568027e+01 1.418163240423507378e-05
1.954865997575361192e+01 1.428794239439653877e-05
1.952770423440714254e+01 1.430297767587872438e-05
1.940048818003372588e+01 1.439552342207616108e-05
1.925502380192022400e+01 1.450215246931995832e-05
1.925343947311246140e+01 1.450332999449005332e-05
1.910750534238157883e+01 1.461262141984440837e-05
1.898628097795429781e+01 1.470410085293530022e-05
1.896267733975533432e+01 1.472216088445048710e-05
1.881894708118141324e+01 1.483297423744563308e-05
1.872126376876473586e+01 1.490886145009836532e-05
1.867630624615565083e+01 1.494427395117948486e-05
1.853474657724025221e+01 1.505663042527801709e-05
1.845992093805277179e+01 1.511647342202887998e-05
1.839425987958583519e+01 1.516971817095092435e-05
1.825483802045702575e+01 1.528363925474314348e-05
1.820220194736008068e+01 1.532697647528264670e-05
1.811647292876163462e+01 1.539862261021446017e-05
1.797915659458350035e+01 1.551434388653661825e-05
1.794846194682139284e+01 1.554041086934531822e-05
1.784288106871867541e+01 1.563132248734767452e-05
1.770763846221533555e+01 1.574866408151816491e-05
1.769831251577845777e+01 1.575681742433237759e-05
1.757342094591707138e+01 1.586752616658942689e-05
1.745171219336907242e+01 1.597623752879606465e-05
1.744022075000962602e+01 1.598664472430686605e-05
1.730803016357120683e+01 1.610727713204926977e-05
1.720859282503259280e+01 1.619871314764097350e-05
1.717684153412595904e+01 1.622831611145162506e-05
1.704664726720105961e+01 1.635062837463666427e-05
1.696883642207222564e+01 1.642428683015023178e-05
1.691743982588703332e+01 1.647361816192285028e-05
1.678921173040151871e+01 1.659763367322216127e-05
1.673239685770820273e+01 1.665300171812293935e-05
1.666195555765614955e+01 1.672260512846895361e-05
1.653566394082691460e+01 1.684834760630672356e-05
1.649922863138274209e+01 1.688490155412543820e-05
1.641032956892767558e+01 1.697519013943958599e-05
1.628594518638690758e+01 1.710252663305480864e-05
1.626898035687771582e+01 1.712003068985712474e-05
1.616250359262776470e+01 1.723135461008620697e-05
1.604187855450723177e+01 1.735843409463279366e-05
1.603999764165111941e+01 1.736044324602145980e-05
1.591842024162196267e+01 1.749130151557136631e-05
1.581805135390683503e+01 1.760015736398341042e-05
1.579776435445883465e+01 1.762246617780289815e-05
1.567802299542637812e+01 1.775514670208875196e-05
1.559732595868862859e+01 1.784524672837614609e-05
1.555918923273106991e+01 1.788842017716326765e-05
1.544125618711982106e+01 1.802294833182489737e-05
1.537965973018716426e+01 1.809374906205638145e-05
1.532421703148183489e+01 1.815836391684441778e-05
1.520806499045333204e+01 1.829476543088784629e-05
1.516501061016669816e+01 1.834571189201246653e-05
1.509279334002535222e+01 1.843244644870046983e-05
1.497839540715453488e+01 1.857098668120026486e-05
1.495365194526018726e+01 1.860118340706532608e-05
1.486486456937673850e+01 1.871104771405814897e-05
1.475219425442372767e+01 1.885152924863064489e-05
1.474528284439946368e+01 1.886021246708500471e-05
1.464037793984269165e+01 1.899384612847065617e-05
1.453987618072308763e+01 1.912284861233499205e-05
1.452940915261864774e+01 1.913647101788043132e-05
1.441928146879977390e+01 1.928089231945407669e-05
1.433736186704175353e+01 1.938914207294726547e-05
1.430998851312544673e+01 1.942581732457677370e-05
1.420152395865722994e+01 1.957224975163500042e-05
1.413764818612315821e+01 1.965914377852884983e-05
1.409388152641260739e+01 1.971951127518090948e-05
1.398705498500146582e+01 1.986798283346574706e-05
1.394203097993879226e+01 1.993290536790219160e-05
1.388103815026542875e+01 2.002207893286200545e-05
1.377582488491976775e+01 2.018302722088092082e-05
1.375801531436935932e+01 2.021047919898154603e-05
1.367140909819817196e+01 2.034583449942309463e-05
1.357864675786879260e+01 2.049191835878630253e-05
1.356778474550015190e+01 2.050926226178098014e-05
1.346494582804108120e+01 2.067472430141831355e-05
1.340169000670515587e+01 2.077727667359439571e-05
1.336288639250501831e+01 2.084106238381440847e-05
1.326160053069995826e+01 2.100882854978917852e-05
1.322698117946467988e+01 2.106660871923644247e-05
1.316108237921587509e+01 2.117812631559133784e-05
1.306132611908528318e+01 2.134822869380185794e-05
1.305449273830494228e+01 2.135996983153388146e-05
1.296232597544635468e+01 2.152053631682761224e-05
1.288435114106800938e+01 2.165741611688201283e-05
1.286407621720867311e+01 2.169350306366115973e-05
1.276657115672138509e+01 2.186837591749708331e-05
1.271642179220073743e+01 2.195900446298043178e-05
1.266980514944398806e+01 2.204449970648107322e-05
1.257377259361956767e+01 2.222211482328159812e-05
1.255088830714719528e+01 2.226479254971329557e-05
1.247846792995049015e+01 2.240174899672542488e-05
1.238763452325235725e+01 2.257483886018050461e-05
1.238388564127663471e+01 2.258208211570977866e-05
1.229002025225592476e+01 2.276482558158701551e-05
1.222661871980826298e+01 2.288920269188307745e-05
1.219686632904741863e+01 2.294838182275347295e-05
1.210441847899673107e+01 2.313367006587181061e-05
1.206764099384064437e+01 2.320794416806390556e-05
1.201267135032383315e+01 2.332050422614734693e-05
1.192161963181330719e+01 2.350837268356696934e-05
1.191067651006145311e+01 2.353112424920640507e-05
1.183125805250678830e+01 2.369854046099944297e-05
1.175580855533434033e+01 2.385880474469374922e-05
1.174158138139789287e+01 2.388944589350861010e-05
1.165258442712937637e+01 2.408258307148529031e-05
1.160298284120509571e+01 2.419104832462978222e-05
1.156426203769260219e+01 2.427675759575217355e-05
1.147660910012933755e+01 2.447232067889115503e-05
1.145188532025004946e+01 2.452791853182522335e-05
1.138962054023569337e+01 2.466979085526274461e-05
1.130329132226842503e+01 2.486799711411003051e-05
1.130265043227499788e+01 2.486947979395033660e-05
